text,label
"Mie mewek terletak di jalan pajajaran. Dekat dengan area BEC, pusat penjualan gadget. Di sini kita bisa menikmati kuliner khas berupa makanan dengan cita rasa pedas. Mie nangis akan membuat kita sebagai penikmatnya benar-benar menangis, karena kepedesan sekaligus ketagihan untuk datang dan makan lagi. Mienya tebal dan kenyal. Enak.",1
Dia memakan susu indomilk di dalam kulkas,1
Kesal banget dari tadi jualan yakult tidak untung terus,0
Ramayana kembali membuka cabangnya di samarinda,1
Tempat ini terkenal banget di kalangan mahasiswa. Karena selain enak harganya juga termasuk murah kalau menurut saya. Top deh.,1
"Beragam macam karya seni yang ditampilkan di lantai dasar dan kedua sungguh menarik perhatian. Selain itu di halaman luar juga banyak karya seni yang bisa diamati. Pemandangan yang menyerukan mata, serta cuaca yang adem membuat tempat ini sangat disukai banyak orang.",1
"Gue enggak suka sama pelatih yang sekarang, strategi yang dibikinnya tidak bisa dipakai buat mengalahkan lawan.",0
Ini adalah tempat makan untuk orang yang menunggu keluarganya yang sedang asyik berbelanja. Tetapi tidak untuk orang orang yang senang makanan yang enak. Di jakarta banyak sekali tempat makan yang jauh lebih enak dan harganya jauh lebih murah.,0
"Bila kamu selesai transaksi mengirim, pastikan cek kembali alamat di resi sebelum meninggalkan counter jne pondok timur ya",1
"Tendang sana tendang sini hajar sana hajar sini, ternyata masing-masing punya agenda tersembunyi! Menyebalkan!",0
Kesal bukan karena mu. Tetapi persis dikalahkan pssm. Tidak enak hati tidak enak tidur tidak enak makan. Semua gara-gara pssm!,0
"Isi pulsa via atm bca tadi jam 17.48 sampai sekarang belum masuk, boleh tolong dicek? Terima kasih",1
"Senin pagi gue diisi dengan kegiatan wawancara, sebelum jalan ke lokasi gue harus memesan gojek dan suasana masih hujan.",1
"Tempat yang paling cocok untuk mencari makanan kalau budget terbatas tetapi memuaskan, di sini banyak sekali pilihannya dari mulai masakan khas dari daerah di indonesia sampai masakan modern.",1
"Saya lihat banyak pengguna indosat terkena pemotongan pulsa, kasihan.",0
"Tempat yang sangat alami, dengan menu yang variatif, dengan rasa yang pas. Saya suka dengan bandrek jagungnya,  jagung yang manis disajikan sangat hangat. Ada aneka jajanan tradisional yang sudah jarang ditemui.",1
Bapak ini ngomongnya tidak masuk akal! Orang diculik kok malah memikirkan penculiknya. Teori dari mana itu?,0
"Tempatnya besar. Open 24 hari. Cocok buat ngemil. Tempat duduk sofanya nyaman. Sayang banyak mahasiswa yang mengerjakan tugas di sana, jadi jarang kosong tempatnya kalau malam. Hehehe",1
Tidak untung saya ikut rombongan untuk pergi ke bali sangat membosankan,0
"Walaupun cukup berliku untuk sampai ke tempat ini tapi terbayarkan dengan suasana sepi, tenang dan juga suasana udara dataran tingginya, yang kebetulan saya biasanya kalau makan di luar pasti pas hari kerja karena biar tidak terlalu ramai tapi ya minusnya tidak ada lift musik. Untuk makanannya cukup enak dan keluarga saya pun cukup menikmatinya.",1
Sangat cocok untuk bersantap bersama keluarga menikmati hidangan yang lezat sambil mengobrol melepas penat setelah seharian beraktivitas pokoknya terbaik deh,1
"Datang ke restoran ini tidak ada bosannya, apalagi di malam minggu kami sekeluarga sangat menyukai tempat ini karena ada live musiknya. Suasananya tidak berubah dari tahun ke tahun. Menu yang disajikan pun masih tetap sama, dari mulai menu eropa sampai menu khas indonesia tetap memikat. Porsinya juga tak kalah banyak.",1
Kalau melihat muka orang ini bawaan emosi tingkat dewa,0
Masakan india menurut ku tidak enak. Terlalu banyak rempah,0
"Kami sekeluarga ke tempat ini karena hari sudah larut malam dan tidak ada resto lain yang buka. Ternyata jam 10 malam pun tempat ini masih macet, parkir penuh dan tempat duduk di dalam resto penuh. Petugas yang tampak kelelahan melayani dengan masam. Ampun. Akhirnya makanan kami bawa ke hotel.",0
Oh iya saya mau fitur cetak resi otomatis diperbaiki.,1
Awal tahun ini bakti budaya djarum foundation bekerjasama dengan dan garin workshop,1
"Dengan membeli morinaga chil kid dan chil school senilai rp 500. 000, bunda akan mendapatkan voucher gopay rp 50. 000.",1
Saat ini para wisatawan pecinta diving sangat kecewa dengan kondisi teluk ambon yang nampak indah namun sangat kotor,0
"Rekomendasi untuk makan siang ala indonesia, pilihan makanannya banyak sekali tinggal tunjuk saja. Terbanyak yang bentuk gorengan, misalnya empal, ayam goreng, tahu goreng dll. peralatan makan yang dipakai yang ala model zaman dulu, seperti piring seng, gelas seng, mengingatkan makan di zaman dahulu. Pelayanan cepat. Mantap",1
"Tempatnya nyaman, sangat windy tapi sejuk juga. Konsep tempatnya bagus, vip roomnya keren sekali. Instagramable banget deh tempatnya. Cocok untuk nongkrong-nongkrong bareng teman, keluarga, pacar. Makanannya juga not bad, dan harganya juga terjangkau. Mbak kasirnya waktu itu ramah sekali.",1
Ini tua bangka sudah bau tanah kok tidak sadar-sadar ya. manusia terburuk yang paling busuk.,0
"Tak ada sunlight dan mama lemon, garnier men turbo oil control pun jadi buat cuci tangan setelah masak alias licin cuy setelah kena minyak.",1
"Batagor kingsley sangat lezat dan disukai oleh keluarga dan warga jakarta. Setiap kali pergi ke bandung, keluarga dan teman-teman selalu minta dibelikan batagor kingsley.",1
"Kopi yang paling enak di sini adalah kopi alpukat dan kopi pisang. Kopi bercampur alpukat tidak membuat rasa kopi ini memudar, sangat cocok di lidah saya sebagai pecinta kopi campuran. Jenis makanan yang disajikan pun lumayan enak, favorit saya adalah kentang gorengnya untuk harga terjangkau.",1
Dia ketahuan bikin indomie goreng jumbo padahal kan kalau 1 itu tidak kenyang.,1
"Saat mengunjungi rumah makan ini karena diajak rekan bisnis saya. Saat saya menikmati mie ini terasa memiliki citarasa yang nikmat sekali. Sayang saat itu, mi saya terlalu asin. Sehingga mi yang seharusnya sangat nikmat tidak bisa saya rasakan. Untuk suasana tempat tergolong biasa-biasa saja. Untuk harga tergolong sangat mahal. 2 mangkok mie harganya rp. 95.000.",0
Driver ini tidak mau pickup barang dari tadi siang. Mohon ditindaklanjuti.,0
Pagi yang melelahkan rasanya ingin diam saja,0
Bidang lo bukan di dunia politik oon!,0
"Penasaran ingin dicoba ayam yang cukup terkenal itu. Siang itu sepi, pesan ayam bakar. Ternyata ayam bakarnya pedas. Anak-anak tidak bisa makan. Harusnya pelayan menanyakan mau pedas atau tidak karena ada 2 pilihan. Kemudian saya minta 2 ayam bakar yang tidak pedas. Ampun! Ayamnya cuma seperti digoreng terus dilumuri kecap. Kami sudah hilang napsu makan.",0
"Awalnya ragu dengan kecepatan pelayanan di sini tapi lumayan lah, tepat waktu kok. aku lupa pesan jus apa sepertinya jus campuran begitu, oke sih. Dan makanannya juga ok. Ohya ini mereka kasi gratis es krim. Bisa dicoba tanya dengan pelayannya. Suka.",1
"Saya ke bandung baru kemarin baru kesampaian makan di sini. Kami makan di the valley suki. Kenyang, enak, pelayan ramah, dan pemandangannya keren kalau kita duduk dekat jendela. Ya dengan harga rp. 190.000, - / orang sudah termasuk pajak kita bisa makan sepuasnya, sistemnya seperti hanamasa tapi lebih asyik tempatnya.",1
"Bingung mau makan ke mana yang tempatnya asik, makanan enak dan harga terjangkau? Ke sini saja. Saya dan pasangan sangat menikmati. Pengunjung kebanyakan anak muda jadi ikutan merasa muda lagi.",1
"Dari segi letak / lokasi cukup mudah dicari. Bangunan dan isi bagian di dalamnya menarik, apalagi ada taman kecil di dalamnya yang diisi juga dengan gentong yang airnya dibiatkan mengalir terus. Membuat suasananya jadi tambah romantis dan menyenangkan. Menu yang disajikan lumayan variatif dan dari segi rasa lumayan enak.",1
"Menu sushi kurang banyak, kalau bisa ada menu sushi dengan porsi kecil 2 potong. Harusnya ada pelengkap, wasabi, cabe bubuk. Jadi sebenarnya kurang istimewa.",0
Baru pertama kali saya makan di warung ini. Bukan konsep kafe atau resto tapi tampil dengan warung makan yang menyajikan makanan tradisional.,1
"Saya datang ke maxi s resto bersama keluarga, ternyata di sana ada pesta pernikahan pesta ulang tahun sehingga tempat jadi penuh sekali. Pelayanannya jadi tidak baik. Seharusnya kalau tempat memang penuh, pihak resto memberitahukan kepada tamu sebelum tamu memarkirkan kendaraan saat itu hujan deras, jadi jarak tempat parkir ke resto lumayan jauh. Kalau perlu ditutup sementara selama pesta berlangsung.",1
Telkom hackathon merupakan sebuah program besutan telkom indonesia yang bertujuan untuk mewadahi para generasi muda yang memiliki keahlian di bidang teknologi informasi maupun pemrograman untuk mengembangkan perusahaan rintisan yang mereka miliki.,1
Minumannya saya tidak ada yang suka. Ayam gorengnya biasa saja. Ada saus keju tapi saya tidak suka saus keju di sini. Tidak enak.,0
"Resto keluarga yang sangat direkomendasikan, pemandangan sekeliling resto yang sangat bagus, pondok-pondok yang nyaman, makanan yang disajikan juga lumayan enak, apalagi jika malam hari ini pemandangan resto sangat bagus",1
Saya mampir ke restoran ini untuk makan malam karena kebetulan lewat dalam perjalanan menuju hotel saya menginap dan karena sudah kelaperan dan saya dan teman akhirnya memilih untuk mampir di restoran ini. Rasa makanannya biasa saja bahkan kami diharuskan membayar terlebih dahulu meskipun kami belum selesai makan hanya karena jam sudah mendekati waktu tutup.,0
"Kesan pertama menginap di sini, check in tidak bisa jam 2 siang karena yang menginap sebelumnya terlambat check out, tidak ada apa pun yang ditawarkan pihak staf saat kami harus selama satu jam menunggu kamar dibersihkan. Kemudian kami juga diberitahukan bahwa restoran tutup jam 5 sore sehingga jika ingin memesan makanan untuk makan malam harus sebelum jam 5 sore. Cukup menyebalkan.",0
"Menikmati kota bandung tanpa kuliner, kurang seru, kafe halaman, menyajikan makanan indonesia, gado gadonya enak, pisang goreng kejunya juga enak serta secangkir kopi sambil menunggu teman datang sangatlah menarik",1
"Setuju makin naik fase wajar kalau tiket naik. Tapi, harga dasar di saat fase penyisihan sudah kemahalan. Coba bandingkan harga menonton di malaysia, thailand.",0
"Saya dan isteri tergoda untuk mengunjungi restoran ini saat kami sekeluarga berkunjung ke pontianak minggu lalu, karena berdasarkan penilaian trip advisor abang kepiting merupakan restoran terpopuler di pontianak. Malam sekitar jam 7 saya dan isteri sudah sampai dan mendapati suasana restoran yang tidak terlalu ramai terisi sekitar 4 meja saja, karena kami hanya berdua ingin berbincang.",1
"Saya tiba di rumah makan ini pada saat menjelang jam makan siang. Awal saya tiba rumah makan ini hanya ada beberapa pengunjung yang sedang bersantap. Namun, ketika tiba jam makan siang rumah makan ini penuh dengan para warga kota makassar. Banyaknya warga kota makassar yang tiba untuk makan siang menggambarkan bahwa tempat ini merupakan rumah makan favorit di kota makassar.",1
Tiket waterboom PIK jakarta dikabarkan naik,1
Lokasi agak jauh dari kota bandung dan sekarang ada 2 gerbang pembayaran untuk bisa ke the peak dengan total 5000 rupiah. Ini seperti pemaksaan untuk pungutan liar karena anda tidak akan bisa ke the peak tanpa melewati kedua gerbang ini.,0
"Data lengkap, jangan percaya kpk ini bohong. Kasus ini di audit 10 tahun lalu dan sudah lengkap. Karena habis itu ada audit aliran dana dengan tujuan khusus. Kalau mau kan minta audit lagi. Sudahlah. Kasus century itu skandal melindungi elit tertentu.",0
"Sangat dianjurkan, masakan enak banget benar-benar! Kita duduk di tempat saung yang di bagian atas pas jam-jam matahari terbenam, makan malam ditemani sunset deh! Dan itu baguus banget.",1
"Rcti terlalu banyak iklan tidak jelas, sangat menggangu",0
"Baik, selain wisata wahana saya juga suka wisata kuliner. Sejak saya di bandung kuliner yang paling saya buru adalah siomay dan batagor. Mungkin kalau batagor saya sudah akrab dengan batagor kingsley yang rasanya melegenda. Untuk urusan siomay, rasanya tidak salah kalau traveler memanjakan perutnya di saung siomay ini. Seperti judulnya. Teksturnya lembut, bumbunya juga pas kena banget.",1
"Penyajian cukup cepat, pelayanan baik dan pastinya masakan enak. Untuk harga relatif sesuai dengan rasa masakannya.",1
"Mau marah sama indosat, sudah dua hari sinyal begini banget",0
"Sudah indosat bangkrut saja, di tmpt ku saja sinyal tb2 kdg hilang muncul hilang muncul, padahal daerah kota semarang",0
Transaksi beli pulsa PLN pra bayar melalui mandiri mobile menjadi tidak efisien karena harus telepon 14000 untuk dapat tidak tokennya / tidak otomatis.,0
"Tidak mesti di ruang tertutup buat pertemuan, pertemuan di resto ini juga asik. Jangan lupa memesan nasi goreng dendeng sama teh tarik.",1
Samsung galaxy s sudah diluncurkan semalam. Saya kecewa desainnya standar banget. Harapan saya cuma terwujud 70%. Percuma terbawa sampai mimpi.,0
Sayang restorannya kotor. Lihat kecoa kecil di dekat piring-piring sayur bersih yang dipakai untuk menyajikan makanan. Dan ada kecoa kecil juga di tempat duduknya. Berharap kebersihan tempat diperbaiki.,0
Iya harganya 120 ribu. Saya juga sudah cek tokopedia.,1
"Senang rasanya dapat mengakhiri perjalanan kita di bandung dengan kunjungan terakhir kita berhenti di the valley pada tanggal 2 november. Hari itu adalah acara dalam menrayakan hari perpisahan bersama teman kita yang baru akan pindah ke kantor baru. Menunya sangat bervariatif tetapi ribs langsung menjadi pilihan saya. Menurut saya, harganya sebanding dengan rasa makanan. Top.",1
"Kapal km fungka permata v terbakar, sedikitnya 13 tewas",1
"Somasi yang dilayangkan rohayani, seorang pecandu rokok, kepada pt gudang garam, tbk dan pt djarum belakangan memunculkan isu lain.",1
Pakai kartu kredit bca tidak untung malah rugi besar,0
"Restoran ini bukan sekadar tempat makan biasa, tapi juga bisa dijadikan tempat wisata. Lokasinya sangat dingin, tempatnya juga bagus, nyaman, dengan pemandangan yang eye catching. Menu yang disediakan juga beragam dengan rasa yang enak. Tidak perlu menunggu lama dalam penyajian makanannya. Harga juga relatif terjangkau. Untuk tempat berfoto juga bagus.",1
"Lokasi mudah dijangkau, penataan restoran average, menu makanan lumayan variatif dan rasa masakannya enak, harga terjangkau",1
"Ya serba salah memang, macet mengeluh, tidak macet heran.",1
"Rumah makan ini terletak di jalan abdurahman saleh, tempatnya nyaman dan bersih, menu masakannya banyak pilihannya. Rasanya cukup enak dan harganya juga sepadan dengan rasa masakannya.",1
Kadang mikir gimana ya rasanya jadi perempuan di gym. Banyak mas mas dan om om melihat. Pasti risih dan tidak nyaman.,0
"Kami datang makan ke restoran itu, mengajak keluarga kakak saya. Mereka semua sangat menyukai kualitas masakan di sini. Kami pesan udang goreng telor asin dan rasanya sangat enak dan melebihi kualitas resto di hotel bintang lima. Sangat direkomendasikan.",1
Pelayanan solaria sungguh tidak memuaskan hampir di seluruh cabang yang ada di Jakarta. Tidak rekomendasi banget.,0
Temanku melamar pekerjaan di tokopedia,1
Bukan cuma bisnis keluarga. Tetapi menjaga kepentingan negara dan masyarakat tanpa membenturkannya dengan kepentingan global.,1
"Terletak di daerah perbukitan sehingga udara dan pemandangannya sangat nyaman, di samping itu terdapat berbagai pilihan menu makanan nusantara, steak maupun pasta juga ada.",1
"Baik, terima kasih atas jawaban yang begitu lengkap dan jelas ya",1
"Ayam gorengnya enak, terong gorengnya juga. Sayang mau coba jengkol gorengnya sudah habis. Oh ya jus kefonfongnya juga segar.",1
"Senin pagi memang selalu tidak bersahabat, mulai dari pakai jilbab berantakan, jalanan macet, transjakarta arah senayan ramainya astaghfirullah, absen telat lewat jam 8, ga ikut doa pagi.",0
"Cemburu itu rasanya tidak enak. Cemburu itu makan hati. Cemburu itu sakit, kalau tidak diungkapkan",0
"Keunggulan holycow dibanding resto steak lain adalah wagyunya yang mantap. Favorit saya adalah wagyu sirloin steak yang dinikmati dengan mushroom sauce. Rasanya mantap. Dagingnya tebal dan dinikmati dengan butiran jagung rebus, sayur bayam dan masih potatto. Enak dan mantap.",1
"Hai ditha, kami informasikan bahwa pembayaran kamu telah masuk ke akun rekening kami namun pemesanan tidak berhasil.",1
"Cuma kalau besok mau mencari, dia ada di rak yang dekat cream krim wardah bersebrangan sama rak lotion citra, sister.",1
"Resto dengan konsep saung2 yang terletak di dalam komplek perumahan. Makanan yang disajikan beragam mulai dari sundanese, makanan barat, dll. udara cukup dingin di malam hari atau ketika hujan jadi disarankan membawa jaket. Jalan antar saung menggunakan batu-batu sehingga kadang-kadang licin ketika hujan",1
"Tempatnya nyaman banget, makanannya enak, kopinya enak. Pas buat nongkrong bareng teman-teman atau makan malam.",1
"Kalau kuota saya besok tidak balik, saya mau marah-marah ke indosat",0
"Tempatnya nyaman, makanan lumayan enak. Buat yang mau ngobrol lama-lama cocok sekali ada banyak tempat lesehan nyaman banget plus udara yang sejuk.",1
Rasa makanan cukup enak. Lokasi cukup strategis dekat eskalator turun dan naik mal. Secara keseluruhan baik mantap.,1
"Hai, ya, silakan kamu dapat mencoba lakukan pembayaran pdam di bukalapak.",1
"Enkaolshop, terpercaya, barangnya bagus bagus",1
"Aslinya ini basa berada di jalan karapitan setahu saya, sekarang memenag sudah tersebar di beberapa tempat di bandung. Makanannya juga tidak hanya bakso, tetapi ada beberapa makanan tambahan yang lain. Untuk rasa juga tidak terlalu spesial. Untuk harga dengan ukuran harga bakso di bandung cukup mahal. Ditambah pelayannannya yang kurang bagus di ciwalk.",0
"Seharusnya masih berhak mendapatkan cahsback 5 j uta dengan cara berlangganan paket iplan 500k selama 24 bulan kak. Dan bisa juga cicilan 0% menggunakan cc bca, bni, mandiri, cimb niaga.",1
Tidak menyesal juga makan di solaria tempatnya bersih dan cocok buat keluarga juga. Makanan cepat keluar setelah dipesan.,1
Copot dari keanggotaan polisi saja. Daripada jadi perusak nama baik korp.,0
Menyesal tadi ke toko itu. Malah beli hal-hal yang tidak akan terpakai. Cuma karena lapar mata jadi beli:,0
"Makan di pinggir jalan, makanannya tidak enak, pelayanan tidak bagus, harga mahal.",0
Untuk mengajukan kerjasama / sponsorship ibu elsa dpt menghubungi: Pt. Bank mandiri persero tbk corporate secretary,1
Produksi lagi dong indomi goreng sate. Dicari-cari sudah tidak ada. Rasanya enak beda dngan rasa sate merk lain,1
Pagi pagi ingin marah dengan sinyal telkomsel.,0
"Antriannya lama, makanannya juga lama dan rasa makanannya biasa saja dan mahal",0
"Parah banget xl deh sekarang sepertinya, harus ganti provider lain cuma mahal doang kualitas jelek",0
"Kereta mutiara timur malam, sby - bnywangi eksekutif tetapi kursi jorok dan kotor sekali. Tidak sesuai dengan harga yang sangat mahal, sangat mengecewakan",0
"Saya memilih tempat makan di saung dengan pemandangan sawah memesan nasi timbel komplit, surabi oncom dan colenak pesanan datang tidak harus menunggu lama. Hanya saja saya kecewa dengan serabinya. Di luar ekspektasi saya. Tidak enak.",0
Payah sekali pelayanan pos indonesia saat ini,0
"Ini indihome saya gangguan lagi ini. Saya lagi ada kerjaan tiba-tiba terputus, merah kedip-kedip, baru seminggu baik wifinya, sudah gangguan lagi. Indihome telkom sekarang banyak gangguan ya, bayar selalu mahal, mengecewakan sekali.",0
"Menurut saya bebek garang ini punya varian menu bebek yang cukup banyak. Saya suka perpaduan antara bebek dan sambalnya, rasanya pas. Untuk harga berkisar 20 - 30 ribu dan menurut saya cukup sepadan dengan rasa dari makanan di sini.",1
"Cocok buat pertemuan, acara pernikahan, pemotretan. Suasananya tenang, santai, adem.",1
Setiap kali ke sini saya ingin berlama-lama dan tidak mau pulang cepat. Pelayanan yang ramah dan tempat yang nyaman.,1
Restoran ini menyajikan masakan bali yang sarat modifikasi sehingga terkesan disesuaikan dengan lidah konsumen yang nota bene bukan orang bali. Tiga photo yang saya lampirkan itu adalah makanan yang kami pesan.,1
"Kalau di banyak tempat steak membutuhkan waktu lama sebelum penyajiannya, di tempat ini menurut saya cenderung cepat dan sesuai dengan lidah maupun dengan dompet saya. Saya pernah menunggu teman sampai 2 jam di sini, tapi tidak berasa karena makanannya membuat saya lupa waktu. Hehe",1
Kalau mau beli obat pergi saja ke kimia farma yang berada di ujung jalan itu,1
Pelajaran matematika anak sd sekarang sulit sulit,0
Restoran di sini selalu penuh karena letaknya yang strategis di pintu masuk mal. Rasa bubur cukup enak. Proses penyajian dari order sampai penghidangan juga cukup cepat.,1
Habisnya aku lagi galau kak maka dari itu bikin story kayak begitu,0
"Untuk yang sedang ke cirebon dan cari tempat yang enak parkirnya dan makanannya butuh cepat, lebih baik ke sini karena parkiran luas dan suasana nyaman",1
Mm sedih deh kalau ke sini selalu menunggu: Mienya pedas banget. Hehe bangkunya juga tambahkan dong biar tidak menunggu,0
"Memang faktanya kami punya banyak tanah di sini, mau apa lo?! maka dari itu kerja biar bisa banyak duit kayak kami-kami, jangan cuma bisanya menghujat saja",0
Restoran The Valley ini pemandangan ke kota nya nomor 1. Menikmati suasana malam hari dengan lampu kedap-kedip indah sekali.,1
"Kalau ke semarang wajib makan mie kocok ini, menurut saya paling enak. Walaupun tempatnya dipinggiran ruko, dan untuk makannya mesti berusaha untuk dapatkan bangku, tapi layak banget kalau dibandingkan rasanya. Kikilnya banyak, kuahnya gurih banget dan mienya lebar dan tipis. Harganya juga terjangkau. Teh terbaik mie kocok di semarang.",1
Maling yang sebenarnya sudah di pastikan bernama lulung,0
"Memang ya sepertinya aku tidak ditakdirkan nikmatin indomie goreng, padahal cuma merebus minya lho. Bisa-bisanya terlalu lembek. ",0
Nike mengeluarkan produk sepatu terbarunya,1
"Waktu saya ke restoran itu, pelayannya mendatangi saya dan bertanya untuk berapa orang.",1
Roti bakar duti ini sudah ada sejak dulu di sini. Rotinya biasa saja sih. Hanya menu pilihannya buanyak banget. Apa saja ada. Sampe kadang bingung mau pilih yang isi apa. Ada jual bubur juga. Oke jugalah.,1
"Kuota jadi habis terkuras buat melihat foto-foto yang cuma bikin saya iri, makanan enak-enak yang bikin ngiler",0
"Saya suka sekali makan di restoran ini, menu masakannya beragam, rasanya enak, harganya tidak terlalu mahal. ",1
Kurang pas apabila berkunjung ke bandung tanpa mencicipi batagor. Batagor burangrang adalah salah satu yang rasanya enak dan sausnya pun gurih.,1
"Yang makan ramai, antre, menu masakan, masakan standar seperti di rumah. Rasa biasa saja. Harga tidak sesuai kualitas rasa.",0
"Saya bisa bilang ini adalah resto yang cocok untuk keluarga. Sambil istri saya belanja oleh-oleh, saya bisa menikmati makan siang di resto ini. Anak anak saya bisa bermain di tempat bermain dengan tiket yang murah. ",1
"Tempatnya ramai sekali, makanan bervariasi. Desain dan lingkungan nyaman. Udara sejuk, banyak tempat bermain anak.",1
"Baik kak, berkenan menunggu untuk kendala pada provider telkomsel akan direspon oleh rekan kami.",1
Kasihan personil ungu sekarang sepi job gara-gara ditinggal pasha,0
"Kalau ada pulsa segudang, akan mengaktifkan wifi buat semua orang biar bisa internetan",1
Menkeu menyampaikan bahwa lemahnya rupiah lebih berpengaruh pada defisit transaksi berjalan,1
"Pagi pagi di tol cipali sudah macet parah, bikin jengkel saja ini",0
"Perihal pergantian rekening untuk pembayaran autodebet BPJS, Bapak Luqman bisa datang ke kantor cabang Bank Mandiri pengajuan autodebet tersebut ya. Untuk dapat dilakukan tutup rekening terlebih dahulu.",1
Mobil yang sehari-hari dipakai jeje adalah merk toyota dan berwarna krem.,1
"Suasana sawah dan pegunungan, ada wine cellarnya. Tapi makanannya mahal, mestinya kualitas bisa lebih baik karena banyak restoran serupa di bandung sekarang sudah menjamur",0
Paling kesal kalau ada orang mengobrol di jalan sambil motoran apalagi kalau jalannya sempit,0
"Pelayanan kurang aktif dan tidak ramah serta kurang dapat menjelaskan menu makanan yang ada, sehingga tamu merasa tidak diacuhkan dan didiamkan saja.",0
"Restoran sangat bagus, pemandangan menghadap ke kota Bandar Lampung, sehingga sangat indah pada malam hari. Suasana sangat tenang, dekorasi ruangan sangat cantik. Saya sangat suka tempat ini.",1
Calon pelamar cpns hanya dapat mendaftar di 1 instansi dan 1 formasi jabatan,1
"Makanan lumayan, saya order spring roll agak oily, harga hidangan utama cukup mahal. Bangunan unik tapi lokasi tidak terlalu bagus sehingga tempatnya selalu terlihat sepi. Saat order sebaiknya menyampaikannya lebih jelas, sebab yang terjadi pada kami, kami order 2 tapi menerima 3 item. Pelayan sangat ramah, tapi sikap kasirnya sedikit aneh. Mungkin saya tidak akan kembali lagi.",0
"Ikan gurame bakar dan cah kangkung yang disajikan di red s dipo yang saya beli pada saat makan siang pada bulan november 2012, rasanya lumayan oke, hanya saja cabe pada sambalnya dan sayurannya seperti: Timun, tomat dan kangkungnya juga jeruk pada es jeruknya terasa kurang segar.",1
Karya bakti bca finance posisi relationship officer membuka lowongan untuk penempatan pekanbaru,1
Makan bakso sambil ngobrol sama teman teman. Tempatnya asik buat makan. Harganya tidak terlalu mahal.,1
"Di tengah proses hukum, warga tamansari bandung hadapi tekanan penggusuran",0
Hari ini mau belanja di toko itu supaya bisa dapatkan peralatan masak keren plus kesempatan liburan ke Belanda.,1
"Jangankan 1 jam, ngeplay stories yang cuma beberapa detik saja loadingnya lama sekali, indosat luar biasa.",0
Tidak bosan dan terkesima. Setiap datang ke congo kafe. Tempatnya tenang. Nyaman. Coba deh datang malam hari. Lebih romantis. Kalau bawa pasangan,1
Harganya sangat terjangkau dan menu makanannya cukup kekinian. Tempat makannya didekor dengan baik dan unik.,1
Tempatnya kurang bersih. Untuk pergi ke sana agak susah karena rawan macet. Jadi berpikir dua kali kalau mau kembali lagi.,0
"Tim saya akan mengadakan makan malam tema di burgundy. Daripada tersesat, saya dan sekretaris saya mencoba mengecek tempatnya dahulu sehari sebelumnya. Sekalian juga tes makanan. Perjalanannya jauh sekali dan naik turun bukit. Diperparah ketika kami ke sana itu hari minggu sore sehingga macet. Sesampainya di sana sih pemandangannya oke. Tapi layout restorannya biasa saja.",0
"Saya gunaka bb tipe 9210, saya mendapat info sejak kemarin, dikenakan biaya gprs.",1
"Handphone saya lenovo, kecemplung di comberan pas 2 minggu baru beli, jatuh di aspal pas ngebut naik motor sampai isinya ke mana-mana, telepon genggam saya masih bertahan, mantap memang lenovo.",1
Batagornya besar-besar dan dagingnya terasa banget. Mantap deh. Bumbunya rasanya enak. Cocok kalau dijadikan menu untuk makanan ringan sore hari.,1
Sangat melelahkan malam ini.,0
Saya sudah kirim email complaint karena telepon tidak masuk terus.,1
Porsinya banyak kepiting kisaran 100 ribu / porsi. Udang bakarnya enak. Enak bumbunya penuh rempah. Harga dan rasanya bersaing dengan perahu seafood jalan sumatera.,1
Rizal ramli beberkan cara stabilkan harga beras,1
Saya sebagai warga jakarta malu kang sama oknum yang tidak bertanggung jawab yang mau sweeping bobotoh,0
Bali adalah salah satu pulau yang menjadi tujuan destinasi para turis.,1
"Perjalanan kali ini dalam rangka urusan mencari tempat yang rekomendasi untuk klien kami. Jarak tempuh dari bandung kota cukup jauh memang, tetapi hal tersebut bisa terbayar dengan pemandangan yang yang cantik di waktu malam dan makan malam dengan makanan dan pelayanan okay.",1
"Lokasinya memang sedikit tersembunyi di sudut sebuah perumahan. Konsep tempatnya bagus, seperti rumah di pedesaan eropa dengan lantai dan dinding kayu. Selain di dalam, pengunjung bisa menikmati makanannya di kursi-kursi di area taman yang unik menggunakan drum bekas.",1
Kami menjual kabel hdmi premium 1 meter beli 2 gratis 1 di lapak Rich Com Store.,1
Tidak mau tahu. Balikin pulsa saya. Ini namanya perampokan. Paket nelp kalian juga perampokan. Baru ini saya komplain.,0
Daun memiliki berbagai jenis bentuk.,1
"Saya dan keluarga mencoba bersantap di karamba resto karena sopir mobil sewa kami merekomendasikannya. Kami memang tiba di tempat agak malam sekitar pakai. 21 meskipun restoran belum tutup atau bersiap-siap akan tutup, namun beberapa menu telah habis. Bahkan ibu dan suami saya memesan nasi timbel yang sayur asemnya sudah habis dan diganti sup sayur oleh pihak resto. Tidak banyak pilihan yang bisa kami pilih. Kurang rekomendasi.",0
"Berubah status jadi universitas, bsi gelar seminar motivasi",1
"Rumah makan zaman dahulu namun rasa tetap sama enaknya, ayam dan nasi kreceknya enak sekali, kadang saya sengaja beli untuk bungkus ke rumah",1
"Agak kesal juga kalau tiap hari lewat sana melulu. Sempit, dua arah, macet sudah jadi makanan sehari-hari",0
Adikku diterima di teknik lingkungan ITB,1
